연번,업종명,업소명,소재지(도로명),소재지(지번),영업장면적,소재지전화,업태명
5566,일반음식점,돼지구이연구소,제주특별자치도 제주시 동광로1길 6 (이도일동),제주특별자치도 제주시 이도일동 1257번지 7호 ,60,064-755-9209,식육(숯불구이)
5567,일반음식점,스시고,제주특별자치도 제주시 신설로11길 7 102호 (아라이동),제주특별자치도 제주시 아라이동 3004번지 2호 102호,53.42,064-725-8225,경양식
5568,일반음식점,경화네먹거리,제주특별자치도 제주시 용화로 64 (용담이동),제주특별자치도 제주시 용담이동 625번지 3호 ,18.7,064-711-5022,분식
5569,일반음식점,전국식당,제주특별자치도 제주시 오일장서길 26 (도두일동 제주특별자치도 제주시민속오일시장 제6-37호 제6-38호),제주특별자치도 제주시 도두일동 1212번지 제주특별자치도 제주시민속오일시장 제6-37호 제6-38호 ,64,,한식
5570,일반음식점,셀뷰티앤키친,제주특별자치도 제주시 중앙로7길 3 (일도일동 (지하1층)),제주특별자치도 제주시 일도일동 1298번지 6호 (지하1층) ,269.26,,경양식
5571,일반음식점,커피달그락,제주특별자치도 제주시 태성로2길 19 (일도이동),제주특별자치도 제주시 일도이동 83번지 11호 ,38.35,,기타
5572,일반음식점,오현불백,제주특별자치도 제주시 성지로 58-2 (일도이동),제주특별자치도 제주시 일도이동 1028번지 32호 ,115,064-724-2861,한식
5573,일반음식점,오춘자비어제주특별자치도 제주시청점,제주특별자치도 제주시 신성로13길 30 (이도이동),제주특별자치도 제주시 이도이동 1186번지 31호 ,73.75,064-757-3887,호프/통닭
5574,일반음식점,꽃을피우자,제주특별자치도 제주시 한림읍 한림로 410,제주특별자치도 제주시 한림읍 협재리 1583번지 ,71.98,064-796-2789,경양식
5575,일반음식점,신돈향,제주특별자치도 제주시 태성로2길 1 (일도이동),제주특별자치도 제주시 일도이동 71번지 10호 ,69.97,064-726-7905,식육(숯불구이)
5576,일반음식점,하모니리조트,제주특별자치도 제주시 한림읍 협재로 213,제주특별자치도 제주시 한림읍 협재리 964번지 1호 ,87.84,064-796-8441,한식
5577,일반음식점,비바리,제주특별자치도 제주시 칠성로길 37 (일도일동),제주특별자치도 제주시 일도일동 1317번지 ,27.74,,분식
5578,일반음식점,편한우리집,제주특별자치도 제주시 신대로10길 28-1 1층 (연동),제주특별자치도 제주시 연동 291번지 67호 ,74.82,,호프/통닭
5579,일반음식점,한라돈,제주특별자치도 제주시 우령6길 77 101호 (외도일동 한영빌딩),제주특별자치도 제주시 외도일동 643번지 1호 한영빌딩 101호,132.24,,식육(숯불구이)
5580,일반음식점,고스트하우스구내,제주특별자치도 제주시 애월읍 부룡수길 35-12,제주특별자치도 제주시 애월읍 신엄리 2880번지 3호 ,251.6,064-799-6001,한식
5581,일반음식점,시골뚝배기,제주특별자치도 제주시 선반로 19 (화북일동 외3필지),제주특별자치도 제주시 화북일동 3878번지 외3필지 ,65.8,064-755-8959,한식
5582,일반음식점,손달옥한방족발,제주특별자치도 제주시 절물3길 24 (외도일동),제주특별자치도 제주시 외도일동 480번지 8호 ,46.64,064-747-3993,통닭(치킨)
5583,일반음식점,만두나라,제주특별자치도 제주시 중앙로 132 (삼도이동),제주특별자치도 제주시 삼도이동 1234번지 1호 ,29.12,064-752-0958,분식
5584,일반음식점,제주맑음,제주특별자치도 제주시 구좌읍 월정7길 44-1 2층,제주특별자치도 제주시 구좌읍 월정리 10번지 ,92,,까페
5585,일반음식점,화수분,제주특별자치도 제주시 연수중길 3 (일도이동),제주특별자치도 제주시 일도이동 63번지 4호 ,69.53,,한식
5586,일반음식점,우주,제주특별자치도 제주시 한림읍 사가동길 17 2층,제주특별자치도 제주시 한림읍 한림리 1328번지 46호 2층 ,94.76,064-796-9951,한식
5587,일반음식점,고향흑돼지,제주특별자치도 제주시 한림읍 한림해안로 29,제주특별자치도 제주시 한림읍 옹포리 385번지 13호 ,157.84,064-796-6426,한식
5588,일반음식점,홍어의품격,제주특별자치도 제주시 남광로 14 (이도이동),제주특별자치도 제주시 이도이동 1994번지 6호 ,83.52,,기타
5589,일반음식점,인디,제주특별자치도 제주시 광양11길 10 2층 (이도이동),제주특별자치도 제주시 이도이동 1179번지 10호 2층 ,210,,호프/통닭
5590,일반음식점,금산서당골,제주특별자치도 제주시 아봉로 73-1 (아라이동),제주특별자치도 제주시 아라이동 937번지 ,192.84,064-722-3810,식육(숯불구이)
5591,일반음식점,쭌,제주특별자치도 제주시 삼무로3길 20 지하1층 (연동),제주특별자치도 제주시 연동 291번지 129호 지하1층 ,191.1,064-743-1020,기타
5592,일반음식점,은행나무집,제주특별자치도 제주시 국기중길 22-9 (연동),제주특별자치도 제주시 연동 1508번지 7호 ,97.92,,한식
5593,일반음식점,스윗하우스,제주특별자치도 제주시 과원북4길 3 5층 (노형동),제주특별자치도 제주시 노형동 720번지 1호 5층 ,87,,까페
5594,일반음식점,해신,제주특별자치도 제주시 연수로1길 4 (일도이동),제주특별자치도 제주시 일도이동 68번지 2호 ,70,064-755-0098,한식
5595,일반음식점,먹방아지트,제주특별자치도 제주시 정원로 73 (노형동),제주특별자치도 제주시 노형동 742번지 4호 ,66.3,064-742-7274,분식
5596,일반음식점,영주가,제주특별자치도 제주시 광양10길 24-11 (이도이동),제주특별자치도 제주시 이도이동 1770번지 17호 ,100.04,,식육(숯불구이)
5597,일반음식점,제주축협한우플라자삼화점,제주특별자치도 제주시 건주로 45 23층 (도련일동),제주특별자치도 제주시 도련일동 1972번지 3호 23층 ,1107.49,064-758-5201,식육(숯불구이)
5598,일반음식점,돈천지,제주특별자치도 제주시 인다10길 44 1층 (아라일동),제주특별자치도 제주시 아라일동 6122번지 1호 ,74.4,,식육(숯불구이)
5599,일반음식점,두리김밥,제주특별자치도 제주시 연신로 78 (이도이동),제주특별자치도 제주시 이도이동 1951번지 9호 ,34,064-722-7882,분식
5600,일반음식점,야끼니꾸와,제주특별자치도 제주시 연신로 51 (이도이동 외1필지),제주특별자치도 제주시 이도이동 257번지 6호 외1필지 ,114,064-721-9229,한식
5601,일반음식점,맘스터치이도점,제주특별자치도 제주시 구남로6길 36 (이도이동 두성빌),제주특별자치도 제주시 이도이동 2026번지 2호 ,72.7,,통닭(치킨)
5602,일반음식점,서울족발,제주특별자치도 제주시 구좌읍 구좌로 33-6,제주특별자치도 제주시 구좌읍 세화리 1519번지 9호 ,57.5,,한식
5603,일반음식점,협재화덕도나토스,제주특별자치도 제주시 한림읍 협재2길 6,제주특별자치도 제주시 한림읍 협재리 2512번지 1호 ,130.48,064-796-1981,경양식
5604,일반음식점,커플,제주특별자치도 제주시 애월읍 애월로1길 7,제주특별자치도 제주시 애월읍 애월리 2484번지 1호 ,37.7,064-799-1311,까페
5605,일반음식점,들꽃이야기,제주특별자치도 제주시 도근내길 27 (외도이동),제주특별자치도 제주시 외도이동 235번지 3호 ,73,,경양식
5606,일반음식점,청해림,제주특별자치도 제주시 한림읍 한림상로 107,제주특별자치도 제주시 한림읍 한림리 937번지 ,129.16,,식육(숯불구이)
5607,일반음식점,스카이리더스,제주특별자치도 제주시 신광로 106 2층 (연동),제주특별자치도 제주시 연동 268번지 13호 (2층) ,89,,경양식
5608,일반음식점,함덕대박횟집,제주특별자치도 제주시 조천읍 조함해안로 441 1층,제주특별자치도 제주시 조천읍 함덕리 3113번지 3호 ,199.35,064-782-6113,회집
5609,일반음식점,돈애가,제주특별자치도 제주시 신성로 47 (도남동),제주특별자치도 제주시 도남동 906번지 1호 ,20.4,064-721-0085,한식
5610,일반음식점,꽃돈숯불갈비,제주특별자치도 제주시 정든로 46 (이도이동),제주특별자치도 제주시 이도이동 432번지 3호 ,111.66,064-753-8890,식육(숯불구이)
5611,일반음식점,구이향연동점,제주특별자치도 제주시 연북로 68 2층 (연동),제주특별자치도 제주시 연동 1371번지 2층 ,205.05,064-742-4411,식육(숯불구이)
5612,일반음식점,꼴통치킨2호점,제주특별자치도 제주시 신대로20길 46 102호 (연동),제주특별자치도 제주시 연동 275번지 6호 102호,27.36,,호프/통닭
5613,일반음식점,대명각,제주특별자치도 제주시 남광북5길 6 (이도이동),제주특별자치도 제주시 이도이동 1081번지 3호 ,132,064-757-9917,한식
5614,일반음식점,황금돼지,제주특별자치도 제주시 연동8길 6 (연동),제주특별자치도 제주시 연동 274번지 4호 ,140,064-742-3651,한식
5615,일반음식점,비턴제주특별자치도 제주시청점,제주특별자치도 제주시 광양10길 12 2층 (이도이동),제주특별자치도 제주시 이도이동 1771번지 12호 2층 ,140.81,064-702-4254,호프/통닭
5616,일반음식점,물꼬기회포차,제주특별자치도 제주시 용화로 59 (용담이동),제주특별자치도 제주시 용담이동 624번지 6호 ,132,064-744-1066,한식
5617,일반음식점,아인피플구내,제주특별자치도 제주시 논세길 51 (내도동),제주특별자치도 제주시 내도동 239번지 1호 ,169.78,064-748-1700,한식
5618,일반음식점,풀밭,제주특별자치도 제주시 한경면 고산로 36,제주특별자치도 제주시 한경면 고산리 2249번지 5호 ,62.08,,까페
5619,일반음식점,중앙먹돌,제주특별자치도 제주시 구남로8길 43 (이도이동),제주특별자치도 제주시 이도이동 2018번지 11호 ,188.09,,탕류(보신용)
5620,일반음식점,올레예촌국수,제주특별자치도 제주시 가령로 46 101호 (이도이동 대유맨션),제주특별자치도 제주시 이도이동 1130번지 4호 대유맨션 101호,94.14,064-723-0565,한식
5621,일반음식점,무이,제주특별자치도 제주시 애월읍 엄수로 148,제주특별자치도 제주시 애월읍 수산리 965번지 1호 ,95.98,064-711-7651,까페
5622,일반음식점,뻘떡낙지,제주특별자치도 제주시 구산로 3 2층 (아라일동),제주특별자치도 제주시 아라일동 2605번지 8호 ,84.18,064-759-5242,한식
5623,일반음식점,돈화로,제주특별자치도 제주시 남광북1길 31 (이도이동),제주특별자치도 제주시 이도이동 1063번지 10호 ,121.56,,식육(숯불구이)
5624,일반음식점,스쿨아이,제주특별자치도 제주시 구남로2길 12 (이도이동),제주특별자치도 제주시 이도이동 2037번지 6호 ,16.5,064-726-8890,분식
5625,일반음식점,영웅싸롱제주특별자치도 제주시청점,제주특별자치도 제주시 광양8길 7 (이도이동),제주특별자치도 제주시 이도이동 1771번지 1호 ,54.53,,호프/통닭
5626,일반음식점,볶이맘,제주특별자치도 제주시 동문로 55 (건입동),제주특별자치도 제주시 건입동 1264번지 15호 ,29.7,064-755-1614,분식
5627,일반음식점,올레풍경,제주특별자치도 제주시 연삼로 121 지하1층 (오라삼동),제주특별자치도 제주시 오라삼동 2820번지 지하1층 ,237,064-742-2013,한식
5628,일반음식점,참숯촌돼지생고기,제주특별자치도 제주시 우령2길 29-5 상가동 102호 (외도일동 오페라연립),제주특별자치도 제주시 외도일동 559번지 2호 ,105.74,,식육(숯불구이)
5629,일반음식점,맘,제주특별자치도 제주시 광양13길 6-3 2층 (이도이동),제주특별자치도 제주시 이도이동 1181번지 4호 2층 ,191.48,,호프/통닭
5630,일반음식점,준카페,제주특별자치도 제주시 구좌읍 세화3길 1 2층,제주특별자치도 제주시 구좌읍 세화리 1452번지 19호 2층 ,59.05,,까페
5631,일반음식점,객주,제주특별자치도 제주시 동문로 34-1 (일도일동),제주특별자치도 제주시 일도일동 1084번지 22호 ,91.14,064-755-0401,한식
5632,일반음식점,카도,제주특별자치도 제주시 신대로16길 41 (연동),제주특별자치도 제주시 연동 283번지 12호 ,33,,기타
5633,일반음식점,곤밥,제주특별자치도 제주시 서사로 179 1층 (오라일동),제주특별자치도 제주시 오라일동 2454번지 ,113.64,064-748-5111,호프/통닭
5634,일반음식점,청해일,제주특별자치도 제주시 구산로 3 2호 (아라일동),제주특별자치도 제주시 아라일동 2605번지 8호 ,234,064-756-2008,회집
5635,일반음식점,쿨럭일도점,제주특별자치도 제주시 고마로 143 2층 (일도이동),제주특별자치도 제주시 일도이동 68번지 8호 2층 ,264.11,064-757-1515,호프/통닭
5636,일반음식점,스시하루,제주특별자치도 제주시 고마로 145-1 1층 (일도이동),제주특별자치도 제주시 일도이동 68번지 15호 ,101.92,064-723-0017,호프/통닭
5637,일반음식점,몰트나인,제주특별자치도 제주시 노연로 89 3층 (연동),제주특별자치도 제주시 연동 262번지 19호 ,96,,까페
5638,일반음식점,돈까스써니,제주특별자치도 제주시 원노형9길 24 (노형동),제주특별자치도 제주시 노형동 916번지 6호 ,102,064-747-4730,경양식
5639,일반음식점,청담동말자제주연동점,제주특별자치도 제주시 연동7길 25 1층 (연동),제주특별자치도 제주시 연동 273번지 24호 ,42,064-746-1831,호프/통닭
5640,일반음식점,월척,제주특별자치도 제주시 관덕로14길 10 2층 (이도일동),제주특별자치도 제주시 이도일동 1349번지 5호 2층 ,95,064-755-6308,기타
5641,일반음식점,파파이스제주삼화점,제주특별자치도 제주시 화삼로 9 (화북일동),제주특별자치도 제주시 화북일동 1019번지 3호 ,152,064-756-8824,패스트푸드
5642,일반음식점,14온즈,제주특별자치도 제주시 태성로 28-1 (일도이동),제주특별자치도 제주시 일도이동 100번지 1호 ,70.56,,까페
5643,일반음식점,드살롱,제주특별자치도 제주시 인다1길 20 상가동 107호 (아라일동 아라아이파크 ),제주특별자치도 제주시 아라일동 876번지 아라아이파크 상가동 107호,38.06,064-759-8777,까페
5644,일반음식점,죠스떡볶이탑동점,제주특별자치도 제주시 임항로 17 B동 (건입동),제주특별자치도 제주시 건입동 1442번지 외1필지 B동 ,30.42,,분식
5645,일반음식점,보스코,제주특별자치도 제주시 수목원길 27 (연동),제주특별자치도 제주시 연동 1315번지 ,68,,경양식
5646,일반음식점,은진이네,제주특별자치도 제주시 일주동로 378 (삼양이동),제주특별자치도 제주시 삼양이동 2181번지 1호 ,47,070-8883-2864,통닭(치킨)
5647,일반음식점,돈까스가게노형점,제주특별자치도 제주시 광평동로 26 (노형동),제주특별자치도 제주시 노형동 2590번지 3호 ,54.52,,호프/통닭
5648,일반음식점,놈놈놈막창외도점,제주특별자치도 제주시 우정로 38 (외도일동),제주특별자치도 제주시 외도일동 475번지 6호 ,95,,식육(숯불구이)
5649,일반음식점,심플투,제주특별자치도 제주시 한림읍 한림해안로 144 2층,제주특별자치도 제주시 한림읍 한림리 1328번지 11호 2층 ,198.67,,까페
5650,일반음식점,향미정초밥,제주특별자치도 제주시 우령2길 29-5 101호 (외도일동 오페라연립),제주특별자치도 제주시 외도일동 559번지 2호 오페라연립 101호,85.57,064-744-0087,일식
5651,일반음식점,쿠우쿠우제주점,제주특별자치도 제주시 제원1길 23 1~2층 108호 (연동),제주특별자치도 제주시 연동 251번지 8호 1~2층 108호,462.42,064-745-6274,뷔페식
5652,일반음식점,30년일소추어탕,제주특별자치도 제주시 삼무로 74 (연동),제주특별자치도 제주시 연동 292번지 10호 ,85.2,064-747-7985,한식
5653,일반음식점,조은이웃정육구이집,제주특별자치도 제주시 삼무로9길 30 (연동),제주특별자치도 제주시 연동 291번지 93호 ,117.03,064-900-6333,한식
5654,일반음식점,백삼호,제주특별자치도 제주시 연사길 60 103호 (오라이동 회성푸르니3차),제주특별자치도 제주시 오라이동 1373번지 1호 ,59.4,064-711-0909,호프/통닭
5655,일반음식점,순풍해장국이도점,제주특별자치도 제주시 남광로2길 43 (이도이동),제주특별자치도 제주시 이도이동 1981번지 9호 ,66,064-726-9966,식육(숯불구이)
5656,일반음식점,오며가며,제주특별자치도 제주시 남녕로 39 (노형동),제주특별자치도 제주시 노형동 1047번지 5호 ,48.36,,호프/통닭
5657,일반음식점,78번가,제주특별자치도 제주시 수덕로 73 2층 (노형동),제주특별자치도 제주시 노형동 2511번지 4호 ,371.76,064-756-0780,한식
5658,일반음식점,안세미가든,제주특별자치도 제주시 명림로 175-13 1호 (봉개동),제주특별자치도 제주시 봉개동 409번지 3호 1호,84,,한식
5659,일반음식점,홍도니,제주특별자치도 제주시 연북로 187 (오라이동),제주특별자치도 제주시 오라이동 3158번지 ,66.09,,식육(숯불구이)
5660,일반음식점,이꼬이,제주특별자치도 제주시 중앙로5길 18 (일도일동 외1필지),제주특별자치도 제주시 일도일동 1306번지 11호 외1필지 ,61.48,,한식
5661,일반음식점,서원토종닭,제주특별자치도 제주시 삼성로13길 35 (일도이동),제주특별자치도 제주시 일도이동 1018번지 11호 ,69.05,064-755-1140,한식
5662,일반음식점,매콤달콤오일장떡볶이,제주특별자치도 제주시 동문로4길 17 (일도일동),제주특별자치도 제주시 일도일동 1102번지 25호 ,20.49,,분식
5663,일반음식점,제주지방해양경찰청구내,제주특별자치도 제주시 구산로 63 (아라일동),제주특별자치도 제주시 아라일동 2444번지 ,98.59,,한식
5664,일반음식점,오라스크린,제주특별자치도 제주시 노연로 50 2층 203호 (노형동 에코피아),제주특별자치도 제주시 노형동 940번지 1호 ,23.37,064-742-0050,까페
5665,일반음식점,한라향,제주특별자치도 제주시 도남로 104 107호 (도남동 백록아파트),제주특별자치도 제주시 도남동 64번지 ,94.2,064-722-1003,한식
5666,일반음식점,카페베네제주용담해안로점,제주특별자치도 제주시 서해안로 612 (용담삼동),제주특별자치도 제주시 용담삼동 1026번지 9호 ,155,,까페
5667,일반음식점,행복오리,제주특별자치도 제주시 우정로 64 (외도일동),제주특별자치도 제주시 외도일동 541번지 10호 ,172.13,,한식
5668,일반음식점,빽포,제주특별자치도 제주시 정존11길 43 (노형동),제주특별자치도 제주시 노형동 2615번지 9호 ,49.8,064-713-1950,기타
5669,일반음식점,정담,제주특별자치도 제주시 구남로8길 6 (이도이동),제주특별자치도 제주시 이도이동 1998번지 1호 ,217.98,064-758-2334,식육(숯불구이)
5670,일반음식점,제주담,제주특별자치도 제주시 구좌읍 비자림로 1575,제주특별자치도 제주시 구좌읍 송당리 2250번지 2호 ,269.22,,한식
5671,일반음식점,담은정,제주특별자치도 제주시 선사로8길 85 1층 (삼양일동),제주특별자치도 제주시 삼양일동 1577번지 15호 ,101.31,064-787-2273,한식
5672,일반음식점,와썹,제주특별자치도 제주시 애월읍 곽지1길 30 1층 제1호,제주특별자치도 제주시 애월읍 곽지리 1581번지 7호 ,46.2,070-7722-1368,호프/통닭
5673,일반음식점,망데기,제주특별자치도 제주시 제원1길 23 105호 (연동),제주특별자치도 제주시 연동 251번지 8호 105호,46,064-712-6788,기타
5674,일반음식점,전농로17,제주특별자치도 제주시 전농로 17 (삼도일동),제주특별자치도 제주시 삼도일동 721번지 4호 ,58.59,064-756-6393,분식
5675,일반음식점,고망딱새,제주특별자치도 제주시 서해안로 96 (이호일동),제주특별자치도 제주시 이호일동 348번지 2호 ,167.4,064-712-5362,까페
5676,일반음식점,칠호선팔번출구,제주특별자치도 제주시 신대로16길 44 (연동),제주특별자치도 제주시 연동 273번지 34호 ,30,,정종/대포집/소주방
5677,일반음식점,(주)엠버서더,제주특별자치도 제주시 삼무로 12 (연동),제주특별자치도 제주시 연동 251번지 1호 ,402.2,064-745-7459,한식
5678,일반음식점,유,제주특별자치도 제주시 천수로6길 3 지하1층 (이도이동),제주특별자치도 제주시 이도이동 408번지 10호 지하1 ,102.36,064-722-2830,까페
5679,일반음식점,한림칼국수,제주특별자치도 제주시 한림읍 한림해안로 141,제주특별자치도 제주시 한림읍 한림리 1328번지 15호 ,72.36,,한식
5680,일반음식점,삼일해장국,제주특별자치도 제주시 애월읍 하귀9길 14,제주특별자치도 제주시 애월읍 하귀1리 137번지 3호 ,146.11,,한식
5681,일반음식점,로비라운지,제주특별자치도 제주시 한림읍 한림로 127 139호,제주특별자치도 제주시 한림읍 금능리 1625번지 139호,162.08,064-796-8400,한식
5682,일반음식점,카페동네,제주특별자치도 제주시 구좌읍 종달로5길 23,제주특별자치도 제주시 구좌읍 종달리 841번지 1호 ,53.32,,까페
5683,일반음식점,우도쉼팡구내,제주특별자치도 제주시 우도면 우도로 7,제주특별자치도 제주시 우도면 연평리 1750번지 7호 ,19.8,,한식
5684,일반음식점,바삭돈가스,제주특별자치도 제주시 과원북4길 61 103호 (연동),제주특별자치도 제주시 연동 1398번지 2호 103호,49.5,064-748-6555,경양식
5685,일반음식점,컵독스커피제주1호점,제주특별자치도 제주시 신성로 71 (도남동),제주특별자치도 제주시 도남동 908번지 2호 ,76.08,064-722-4040,까페
5686,일반음식점,탕탕이,제주특별자치도 제주시 천수로 39 (일도이동),제주특별자치도 제주시 일도이동 414번지 21호 ,35.66,064-745-2585,한식
5687,일반음식점,유나인아라대박점,제주특별자치도 제주시 아란7길 9 (아라일동),제주특별자치도 제주시 아라일동 6094번지 2호 ,81.83,064-759-0069,분식
5688,일반음식점,뭉게뭉게,제주특별자치도 제주시 도남로8길 2 (도남동),제주특별자치도 제주시 도남동 52번지 31호 ,51.95,,분식
5689,일반음식점,영훈왕족발,제주특별자치도 제주시 신산로 35 (일도이동),제주특별자치도 제주시 일도이동 1024번지 5호 ,85.11,,식육(숯불구이)
5690,일반음식점,오로라,제주특별자치도 제주시 우도면 우도로 174,제주특별자치도 제주시 우도면 연평리 1401번지 3호 ,54,064-784-0083,한식
5691,일반음식점,싱그러움,제주특별자치도 제주시 신산로9길 53 (일도이동),제주특별자치도 제주시 일도이동 161번지 11호 ,21.14,,한식
5692,일반음식점,하영식당,제주특별자치도 제주시 성신로2길 19 (연동),제주특별자치도 제주시 연동 2327번지 7호 ,48,,한식
5693,일반음식점,맥시칸신제주점,제주특별자치도 제주시 성신로1길 22 (연동),제주특별자치도 제주시 연동 2325번지 4호 ,59.4,,통닭(치킨)
5694,일반음식점,표고향,제주특별자치도 제주시 조천읍 미래로 179,제주특별자치도 제주시 조천읍 와산리 1284번지 외1필지 ,159.6,,한식
5695,일반음식점,브루노,제주특별자치도 제주시 과원북2길 60 (연동),제주특별자치도 제주시 연동 1495번지 8호 ,160.31,,까페
5696,일반음식점,각재기나라,제주특별자치도 제주시 남성로 122 (삼도일동),제주특별자치도 제주시 삼도일동 797번지 7호 ,30,,한식
5697,일반음식점,엠츄로,제주특별자치도 제주시 서광로32길 15 3층 (이도이동),제주특별자치도 제주시 이도이동 1771번지 17호 ,88.75,,한식
5698,일반음식점,땅땅치킨아라점,제주특별자치도 제주시 중앙로 568 (아라일동),제주특별자치도 제주시 아라일동 6091번지 5호 ,105.6,064-722-9995,통닭(치킨)
5699,일반음식점,샹그릴라 호텔구내,제주특별자치도 제주시 해안마을북길 14-4 (해안동),제주특별자치도 제주시 해안동 2101번지 3호 ,548.58,064-743-8098,한식
5700,일반음식점,갈비랑국수랑제주점,제주특별자치도 제주시 서사로 71 1층 (삼도이동),제주특별자치도 제주시 삼도이동 599번지 5호 ,37.55,064-755-1266,한식
5701,일반음식점,옆구리터진올레김밥,제주특별자치도 제주시 공설로 5 (삼도일동),제주특별자치도 제주시 삼도일동 562번지 ,23.13,064-752-1250,분식
5702,일반음식점,커핀그루나루 제주노형점,제주특별자치도 제주시 1100로 3333 1~2층 (노형동),제주특별자치도 제주시 노형동 841번지 1~2층 ,222.97,064-749-7498,까페
5703,일반음식점,마을잔치,제주특별자치도 제주시 연동11길 3 (연동),제주특별자치도 제주시 연동 292번지 2호 ,172.74,,한식
5704,일반음식점,팬쿡,제주특별자치도 제주시 진군남2길 9 (노형동),제주특별자치도 제주시 노형동 1566번지 ,91.95,064-746-3666,기타
5705,일반음식점,복도새기,제주특별자치도 제주시 애월읍 일주서로 6727,제주특별자치도 제주시 애월읍 신엄리 1231번지 1호 ,26.98,,한식
5706,일반음식점,올댓제주,제주특별자치도 제주시 중앙로1길 33 (건입동),제주특별자치도 제주시 건입동 1319번지 26호 ,60.59,,한식
5707,일반음식점,무뚱1호점,제주특별자치도 제주시 한경면 중산간서로 3276 가동,제주특별자치도 제주시 한경면 청수리 3388번지 1호 외 2필지 가동 ,80.85,064-722-3993,식육(숯불구이)
5708,일반음식점,전원,제주특별자치도 제주시 삼무로11길 38 1층 (연동),제주특별자치도 제주시 연동 291번지 43호 1층 ,99.17,064-747-1838,한식
5709,일반음식점,비에이치씨치킨아라점,제주특별자치도 제주시 인다10길 27 (아라일동),제주특별자치도 제주시 아라일동 6115번지 7호 ,44.2,,통닭(치킨)
5710,일반음식점,소풍가는길,제주특별자치도 제주시 신산로15길 12-1 (일도이동),제주특별자치도 제주시 일도이동 361번지 10호 ,21.08,,한식
5711,일반음식점,애월파파스,제주특별자치도 제주시 달마루길 28 1층 (노형동),제주특별자치도 제주시 노형동 2576번지 3호 ,101.19,,기타
5712,일반음식점,시골순대,제주특별자치도 제주시 애월읍 하귀9길 11,제주특별자치도 제주시 애월읍 하귀1리 138번지 1호 ,118.8,064-749-0224,한식
5713,일반음식점,더시크릿,제주특별자치도 제주시 연북로 14 301호 (노형동),제주특별자치도 제주시 노형동 711번지 3호 ,170.67,,까페
5714,일반음식점,제주삼계탕,제주특별자치도 제주시 진동로 5 101호 (화북일동),제주특별자치도 제주시 화북일동 1994번지 6호 ,101,064-721-7321,한식
5715,일반음식점,(주)아워홈KBS제주점,제주특별자치도 제주시 복지로1길 8 (도남동),제주특별자치도 제주시 도남동 668번지 ,337,064-710-7149,한식
5716,일반음식점,에덴식당,제주특별자치도 제주시 연수로3길 14 (일도이동),제주특별자치도 제주시 일도이동 54번지 1호 ,49,,기타
5717,일반음식점,그해제주,제주특별자치도 제주시 한림읍 협재1길 19-5,제주특별자치도 제주시 한림읍 협재리 1700번지 ,41.85,,분식
5718,일반음식점,바다는안보여요,제주특별자치도 제주시 구좌읍 종달로5길 31-1,제주특별자치도 제주시 구좌읍 종달리 884번지 1호 ,53.06,,분식
5719,일반음식점,해호텔,제주특별자치도 제주시 서해안로 526 지하1층 (용담삼동),제주특별자치도 제주시 용담삼동 1161번지 지하1층 ,125.99,064-742-5356,한식
5720,일반음식점,에린,제주특별자치도 제주시 도남로 116 (도남동),제주특별자치도 제주시 도남동 746번지 3호 ,208.57,064-725-7942,기타
5721,일반음식점,몸에조은국수,제주특별자치도 제주시 동문로 53 (건입동),제주특별자치도 제주시 건입동 1109번지 11호 ,20,,한식
5722,일반음식점,뜨거운펭귄,제주특별자치도 제주시 구남로6길 24 1층 (이도이동),제주특별자치도 제주시 이도이동 2027번지 1호 ,150.86,,경양식
5723,일반음식점,비비큐남광점,제주특별자치도 제주시 오복4길 14 (이도이동),제주특별자치도 제주시 이도이동 1076번지 17호 ,85.03,064-722-0669,통닭(치킨)
5724,일반음식점,제주돈대장,제주특별자치도 제주시 흥운길 24-1 1층 (용담이동),제주특별자치도 제주시 용담이동 358번지 19호 ,195,064-7486-7486,한식
5725,일반음식점,미엘드세화,제주특별자치도 제주시 구좌읍 해맞이해안로 1464,제주특별자치도 제주시 구좌읍 세화리 1476번지 1호 ,99.87,,까페
5726,일반음식점,경원해장국,제주특별자치도 제주시 신산로 75 (일도이동),제주특별자치도 제주시 일도이동 168번지 24호 ,138.07,064-726-0096,한식
5727,일반음식점,템테이션,제주특별자치도 제주시 연동8길 15 1층 (연동),제주특별자치도 제주시 연동 274번지 30호 101호,148.26,,까페
5728,일반음식점,술레방아,제주특별자치도 제주시 다랑곶4길 48 2층 (노형동),제주특별자치도 제주시 노형동 1050번지 5호 2층 ,72.53,064-712-8624,식육(숯불구이)
5729,일반음식점,옛날시거리짜장우동,제주특별자치도 제주시 오일장서길 26 (도두일동 제주민속오일시장(제6-55호)),제주특별자치도 제주시 도두일동 1212번지 ,32,,한식
5730,일반음식점,롯데시티호텔제주크리스탈볼룸,제주특별자치도 제주시 도령로 83 4층 (연동 롯데시티호텔제주),제주특별자치도 제주시 연동 2324번지 6호 ,1453.39,064-730-1070,기타
5731,일반음식점,롯데시티호텔제주 씨,제주특별자치도 제주시 도령로 83 22층 (연동 롯데시티호텔제주),제주특별자치도 제주시 연동 2324번지 6호 ,845.92,064-730-1070,경양식
5732,일반음식점,세화형제돈가,제주특별자치도 제주시 구좌읍 세평항로 43 1층,제주특별자치도 제주시 구좌읍 평대리 3349번지 2호 ,190.75,,한식
