"업소명",업종명,서비스대상구분,외국어안내서비스,소재지도로명주소,소재지지번주소,전화번호,객실수,부대시설,주차장보유여부,결제방법,홈페이지주소,주변관광정보,위도,경도,데이터기준일자
"엔젤하우스 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 신엄안3길95,,,5,,,,,,33.47239927,126.3577779,2017-08-18
"애월담아 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 하가로141-15.제2동,,,1,,,,,,33.45662479,126.3512124,2017-08-18
"제주이야기 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 유수암평화길170-2,,,4,,,,,,33.42887881,126.4094178,2017-08-18
"퀸스베이 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 신엄안2길54,,,6,,,,,,33.47711444,126.3698774,2017-08-18
"플래티늄 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 하귀미수포길5-8,,,1,,,,,,33.48354994,126.4014589,2017-08-18
"제주하늬바람3 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 신상로258. 제3동,,,6,,,,,,33.44923085,126.3666809,2017-08-18
"홀섬 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 평화로2289-17.가동,,,6,,,,,,33.42013609,126.4043351,2017-08-18
"야자수펜션 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 상귀서길82-14,,,3,,,,,,33.46501312,126.4053589,2017-08-18
momul 민박,민박,내국인+외국인,,제주특별자치도 제주시 애월읍 곽지9길4.가동,,,3,,,,,,33.45241703,126.3082175,2017-08-18
"어울림게스트하우스 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월해안로179,,,3,,,,,,33.46781109,126.3320665,2017-08-18
"어반컨추리 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 어림비로280-14,,,1,,,,,,33.41006744,126.3323842,2017-08-18
"아침하늘 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 고성남4길42-3.나동,,,1,,,,,,33.43035714,126.4244863,2017-08-18
"아늑한마당집 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 구엄4길28-1,,,1,,,,,,33.48220093,126.3781525,2017-08-18
"아라오라 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 하소로654-9,,,5,,,,,,33.42586943,126.3948519,2017-08-18
"대웅 투 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 번드르길27. 가동,,,2,,,,,,33.4815503,126.383339,2017-08-18
"대웅 원 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 번드르길27. 다동,,,2,,,,,,33.4815503,126.383339,2017-08-18
"대웅 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 번드르길27. 나동,,,2,,,,,,33.4815503,126.383339,2017-08-18
"아꼽다 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 어림비로133.제1동,,,2,,,,,,33.41843243,126.3269143,2017-08-18
"비둘기집 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 중구엄길36,,,2,,,,,,33.4776809,126.3750772,2017-08-18
"해와바다 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 고내북서길5,,,2,,,,,,33.46600473,126.3337147,2017-08-18
the luck 민박,민박,내국인+외국인,,제주특별자치도 제주시 애월읍 상가북2길14-3,,,3,,,,,,33.45043115,126.3414693,2017-08-18
"린도 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 하귀10길49-1,,,2,,,,,,33.48938173,126.4102859,2017-08-18
"정낭 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 구엄길84,,,2,,,,,,33.48190993,126.376389,2017-08-18
"더애월바당 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애원로3,,,4,,,,,,33.46406954,126.3204439,2017-08-18
"자주올레 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 곽지5길16-3,,,2,,,,,,33.44964015,126.3064166,2017-08-18
"달스테이 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 중산간서로6333,,,4,,,,,,33.45710271,126.4076871,2017-08-18
"하비펜션 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 엄수로36,,,4,,,,,,33.47195961,126.3791384,2017-08-18
"제주소소 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 소길남길190-18,,,7,,,,,,33.41712259,126.3748617,2017-08-18
"린프하우스 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 하귀동남7길11-9,,,2,,,,,,33.47295355,126.4166475,2017-08-18
"에덴힐스 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 장소로215.제2호,,,4,,,,,,33.43378778,126.3800685,2017-08-18
"달자펜션 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월해안로738.가동,,,4,,,,,,33.48364855,126.3796457,2017-08-18
"전망좋은집 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월해안로416,,,7,,,,,,33.47335639,126.3526209,2017-08-18
"나무다락방 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 납읍로2길29-4,,,2,,,,,,33.43647499,126.3303607,2017-08-18
"시비치 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월해안로384-8.제1동,,,7,,,,,,33.47233529,126.3491901,2017-08-18
"귤사랑쉼팡 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 천덕로312-20,,,2,,,,,,33.42705316,126.3286937,2017-08-18
"하루나의뜰 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 고내로7길45-3,,,2,,,,,,33.46655976,126.3367826,2017-08-18
"소길이야기 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 장소로242.제1동,,,3,,,,,,33.43107161,126.3795392,2017-08-18
"곽지 길가온B",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 곽지3길26.B동,,,2,,,,,,33.44945408,126.3050109,2017-08-18
"곽지 길가온A",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 곽지3길26.A동,,,4,,,,,,33.44945408,126.3050109,2017-08-18
"여섯마을 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 천덕로271.디동,,,1,,,,,,33.43094799,126.3273297,2017-08-18
"오크라 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 수산북길33,,,3,,,,,,33.46992385,126.3906184,2017-08-18
"또오크라 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 수산북길31,,,4,,,,,,33.47007555,126.3905484,2017-08-18
"무극재 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 구엄동1길22,,,1,,,,,,33.47680445,126.3781807,2017-08-18
"몽캐는안거리 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 고하상로125-1,,,2,,,,,,33.45551184,126.3491405,2017-08-18
"유수암별장 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 하소로654-15,,,1,,,,,,33.42639285,126.3945143,2017-08-18
"행복담은경효네 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 고내봉서1길43,,,1,,,,,,33.45365285,126.3323391,2017-08-18
"맨도롱하우스 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 광령남6길34,,,2,,,,,,33.44840366,126.4261012,2017-08-18
"제주골드 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 수산북길18-4,,,3,,,,,,33.47130757,126.3899521,2017-08-18
"델마와루이스 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 구엄길88.제4동,,,2,,,,,,33.4821052,126.3760951,2017-08-18
"제스파냐 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 학원동길17-18.바동,,,2,,,,,,33.47464938,126.3986781,2017-08-18
"제주웰빙하우스 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 부룡수길53-1,,,1,,,,,,33.47489653,126.3580637,2017-08-18
"벨라뚜 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 하광로402,,,2,,,,,,33.45411041,126.4250226,2017-08-18
"애월삼춘 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애조로218-19,,,1,,,,,,33.47186011,126.4077305,2017-08-18
"연화촌 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 고하상로122,,,3,,,,,,33.45558433,126.348520,2017-08-18
"잘띠 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 납읍남로1길2,,,1,,,,,,33.43541503,126.3285621,2017-08-18
"별빛 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 천덕로264-9.제3동,,,1,,,,,,33.43060275,126.3261231,2017-08-18
"뉴별빛 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 천덕로264-9.제2동,,,3,,,,,,33.43060275,126.3261231,2017-08-18
"킹스가든 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 하소로654-16,,,4,,,,,,33.42689088,126.394093,2017-08-18
"샤갈의바다 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 가문동길8,,,5,,,,,,33.48468487,126.3927409,2017-08-18
"오누자취방 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월로10길3,,,5,,,,,,33.46353532,126.320017,2017-08-18
"낭안트레 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 고내안길3-1,,,2,,,,,,33.46528155,126.3370505,2017-08-18
"까사마린 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 부룡수길54-1,,,1,,,,,,,,2017-08-18
"까미하우스 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 납읍로75-2,,,1,,,,,,33.43830954,126.3359829,2017-08-18
"해변여행 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 가문동길41-2,,,6,,,,,,33.4860838,126.3920142,2017-08-18
"다몽채 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 번대동2길13,,,2,,,,,,33.47587443,126.3895431,2017-08-18
"제주양떼목장 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 도치돌길289-13,,,8,,,,,,33.4110741,126.3654086,2017-08-18
"제주힐링명상 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 어음13길196-11.가동,,,8,,,,,,33.3951977,126.3602875,2017-08-18
"달코네 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 광성로77,,,1,,,,,,33.45871919,126.4155661,2017-08-18
"브라운캐빈6 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 소길남길190-40.제6동,,,1,,,,,,33.41509585,126.3756221,2017-08-18
"해리앤소담 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 중산간서로6566-3,,,3,,,,,,33.46271073,126.4310823,2017-08-18
"아이랑 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 고내로7길34,,,1,,,,,,33.46569169,126.3374726,2017-08-18
"피렌체 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월해안로384-14 A동,,,5,,,,,,33.4716487,126.3493606,2017-08-18
"그곳에가면 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 광령북1길43,,,4,,,,,,33.46926456,126.422012,2017-08-18
"숨쉬는힐링하우스 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 무수천길45,,,3,,,,,,33.463492,126.4452479,2017-08-18
"어쿠스틱홈즈 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 유수암로226-20.가동,,,2,,,,,,33.42352114,126.4019356,2017-08-18
"물고기자리게스트하우스 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 고내로9길41,,,2,,,,,,33.46673877,126.3377448,2017-08-18
PM 6:00(오후여섯시)민박,민박,내국인+외국인,,제주특별자치도 제주시 애월읍 곽지9길10,,,4,,,,,,33.45218316,126.3076811,2017-08-18
"너른마당 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 광령2길17-1.가동,,,3,,,,,,33.45741133,126.4315505,2017-08-18
"제주레이크 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 수산북길18-2,,,3,,,,,,33.47139342,126.3901296,2017-08-18
"하루하나 더 노스텔지아민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 장전로157-1.가동,,,1,,,,,,33.45226696,126.3932904,2017-08-18
"바움 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 장유길42. 가동,,,1,,,,,,33.44942278,126.3960083,2017-08-18
"이딜레 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 고성남길53-16,,,1,,,,,,33.43211838,126.4295177,2017-08-18
"위더스 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월로7길24-3,,,1,,,,,,33.46574257,126.3176354,2017-08-18
"애월애 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월로19-3,,,3,,,,,,33.46107867,126.3108246,2017-08-18
"아이와제주 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 구엄길38,,,1,,,,,,33.47775775,126.3762918,2017-08-18
"미소2 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 장소로277.103동,,,1,,,,,,33.42785826,126.3806218,2017-08-18
"미소1 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 장소로277.102동,,,1,,,,,,33.42807233,126.3805205,2017-08-18
"미소 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 장소로277.101동,,,1,,,,,,33.42800039,126.3804034,2017-08-18
"해오름별장 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 신엄5길39,,,5,,,,,,33.47330407,126.363179,2017-08-18
"엠버하우스 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월해안로400.A동2.3층,,,7,,,,,,33.47237842,126.3511617,2017-08-18
"자파리하우스 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 하소로769-58.마동,,,4,,,,,,33.4194479,126.4018188,2017-08-18
BE2IN 민박,민박,내국인+외국인,,제주특별자치도 제주시 애월읍 신엄9길51,,,1,,,,,,33.47568547,126.3664379,2017-08-18
"가나안게스트하우스 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월항로13,,,2,,,,,,33.46346419,126.3262241,2017-08-18
"미소담 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 일주서로6066-3,,,2,,,,,,33.45265858,126.3093153,2017-08-18
"제주로망스 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 구엄동1길41,,,2,,,,,,33.47746512,126.3795746,2017-08-18
sun village펜션 민박,민박,내국인+외국인,,제주특별자치도 제주시 애월읍 일주서로6044,,,5,,,,,,33.45018561,126.3089228,2017-08-18
"애월에서 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 일주서로6703,,,1,,,,,,33.47202218,126.3682354,2017-08-18
"이탈리아노 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 신엄안2길34,,,7,,,,,,33.47558041,126.369432,2017-08-18
"물메랑 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 수산북길3,,,4,,,,,,33.47207381,126.3911876,2017-08-18
"하쿠나마타타 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 고내북동길17,,,4,,,,,,33.46732602,126.3407256,2017-08-18
"바다와낭만 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 가문동길21,,,5,,,,,,33.48470593,126.393551,2017-08-18
"헨젤과그래TEL 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 유소길14. 나동,,,3,,,,,,33.43108221,126.3954706,2017-08-18
"오크하우스 파인동 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 하가로13. 다동,,,1,,,,,,33.4662403,126.3581982,2017-08-18
"오크하우스 애쉬동 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 하가로13. 나동,,,1,,,,,,33.4662403,126.3581982,2017-08-18
"오크하우스 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 하가로13. 가동,,,1,,,,,,33.4662403,126.3581982,2017-08-18
"돌담길 빨간지붕 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 곽지5길8-12,,,1,,,,,,33.44996539,126.3072236,2017-08-18
"일조 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월로11길25-2.2층,,,3,,,,,,33.46694762,126.3202904,2017-08-18
"황실 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 고내봉길42-9.제2호,,,3,,,,,,33.45939611,126.3351855,2017-08-18
"삼삼 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 고내봉길42-9.제1호,,,3,,,,,,33.45939611,126.3351855,2017-08-18
"마레벤또 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월로1길10,,,1,,,,,,33.46290874,126.3199824,2017-08-18
"엣제주 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 하소로769-58.다동,,,1,,,,,,33.4194479,126.4018188,2017-08-18
"고불락 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 고내로7길45-12.제1호,,,3,,,,,,33.46670737,126.3366264,2017-08-18
"꽃잠 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월해안로384-14 B동,,,7,,,,,,33.4716487,126.3493606,2017-08-18
"그디글라 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 광령4길10-6,,,6,,,,,,33.45894168,126.4338552,2017-08-18
"젤마나 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월해안로968-1,,,2,,,,,,33.48183722,126.3973651,2017-08-18
"토리코티지카레클린트민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 고내로7길10-2.제1호,,,1,,,,,,33.46408133,126.3387112,2017-08-18
"노을이야기Ⅲ 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월해안로352.제3동,,,1,,,,,,33.47238531,126.3467925,2017-08-18
"노을이야기Ⅱ 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월해안로352.제2동,,,1,,,,,,33.47238531,126.3467925,2017-08-18
"노을이야기 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월해안로352.제1동,,,1,,,,,,33.47238531,126.3467925,2017-08-18
Via신엄하우스 민박,민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월해안로560 제8동,,,1,,,,,,33.44957512,126.3057883,2017-08-18
"예그리나 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 곽지9길45.2층,,,3,,,,,,33.44957512,126.3057883,2017-08-18
"휴 in 애월 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 곽납로37,,,3,,,,,,33.44460412,126.3152155,2017-08-18
"우림펜션 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 고성북동길23,,,4,,,,,,33.46350276,126.4181364,2017-08-18
"오누맘 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월로98,,,1,,,,,,33.46447175,126.3176905,2017-08-18
521 민박,민박,내국인+외국인,,제주특별자치도 제주시 애월읍 중용길52-1,,,4,,,,,,33.4688922,126.3717098,2017-08-18
"바다가보이는집 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 금성1길36,,,2,,,,,,33.44757544,126.3004175,2017-08-18
"에피소드 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 하귀동남1길19,,,2,,,,,,33.48541756,126.4133022,2017-08-18
"옛살라비 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 광령8길47,,,4,,,,,,33.45716164,126.4408867,2017-08-18
"두모악게스트하우스 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 중산간서로5404-20,,,2,,,,,,33.43055103,126.3215845,2017-08-18
"가문동편지 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월해안로970,,,3,,,,,,33.48173605,126.3974788,2017-08-18
"흙집휴2 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 하소로300.나동,,,1,,,,,,33.45631879,126.3902441,2017-08-18
"산책하우스 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 고내로7길49,,,1,,,,,,33.46691155,126.3368704,2017-08-18
"우리집별장 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 광령평화9길28-11,,,2,,,,,,33.45515276,126.437979,2017-08-18
"엘로망 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 가문동상2길29-1,,,7,,,,,,33.48513709,126.390956,2017-08-18
"효송원 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 일주서로6187,,,2,,,,,,33.46065076,126.3152089,2017-08-18
"쉼앤잠 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 중엄안3길10,,,1,,,,,,33.47559383,126.3718883,2017-08-18
"아뜨네 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 상하귀길91.가.나.다동,,,7,,,,,,33.47575291,126.4162751,2017-08-18
"유수암산장 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 유수암서길62-11.A.B동,,,7,,,,,,33.42741969,126.390501,2017-08-18
"다인펜션 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월해안로400-19,,,5,,,,,,33.47065209,126.3514365,2017-08-18
"하얀둥지 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월해안로298 B동,,,7,,,,,,33.4705358,126.3416054,2017-08-18
"비앤비하우스장유재민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 장유길26-2,,,1,,,,,,33.45094941,126.3954451,2017-08-18
"제주하늬바람4 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 신상로258 제4동,,,5,,,,,,33.44923085,126.3666809,2017-08-18
"프레리아 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 유수암평화5길34-29.제1호,,,3,,,,,,33.42556913,126.4049688,2017-08-18
"보리울 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 광상로532-16.제1동,,,1,,,,,,33.442545,126.377641,2017-08-18
"바다빛둥지 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월해안로909,,,7,,,,,,33.48472994,126.3925863,2017-08-18
"마농게스트하우스1 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 금성3길9,,,2,,,,,,33.44541163,126.3009599,2017-08-18
"마농게스트하우스 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 금성3길9,,,3,,,,,,33.44541163,126.3009599,2017-08-18
"델마르 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 신엄9길46,,,4,,,,,,33.4753877,126.3666175,2017-08-18
"통나무 민박 6",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 납읍리106(제6동),,,1,,,,,,33.410211,126.3661881,2017-08-18
"통나무 민박 4",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 납읍리106(제4동),,,1,,,,,,33.410211,126.3661881,2017-08-18
"통나무 민박 3",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 납읍리106(제3동),,,1,,,,,,33.410211,126.3661881,2017-08-18
"통나무 민박 2",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 납읍리106(제2동),,,1,,,,,,33.410211,126.3661881,2017-08-18
"통나무 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 납읍리106(제1동),,,1,,,,,,33.410211,126.3661881,2017-08-18
"행복한산장 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 유수암서길34.가동,,,2,,,,,,33.42902023,126.3932138,2017-08-18
"곽지민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 곽지3길19,,,2,,,,,,33.44894078,126.3049654,2017-08-18
"담따라 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 중산간서로5526-16.제1호,,,1,,,,,,33.44021474,126.3308682,2017-08-18
"마음오름 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 고성서5길38,,,2,,,,,,33.4600696,126.4117869,2017-08-18
"오누 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월로2길7,,,7,,,,,,33.4628652,126.3140608,2017-08-18
"발로바쉬 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 일주서로6066,,,5,,,,,,33.45216971,126.3092582,2017-08-18
"바그다드하우스 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애원로191.가동,,,4,,,,,,33.45043525,126.3314448,2017-08-18
"깨끗한제주올레프로방스 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 광령평화2길170-15,,,5,,,,,,33.42996454,126.4344321,2017-08-18
"소풍 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월해안로832,,,4,,,,,,33.48863663,126.3872568,2017-08-18
"파도사랑 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 곽납로42,,,4,,,,,,33.44408049,126.3155467,2017-08-18
"신엄돌담집 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 신엄안3길25,,,2,,,,,,33.4738719,126.3641695,2017-08-18
"자연숲 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 광령평화2길17-9,,,2,,,,,,33.4411404,126.4318425,2017-08-18
"파더하우스레스텔민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 고하상로88,,,4,,,,,,33.45748415,126.3461886,2017-08-18
"다래 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 납읍로10길49-32,,,5,,,,,,33.43055486,126.3478849,2017-08-18
"달끝민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 일주서로6279,,,6,,,,,,33.46219005,126.3249788,2017-08-18
"꽃머채민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 소길남길202-4,,,7,,,,,,33.4184008,126.3766626,2017-08-18
"등대",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월해안로758,,,3,,,,,,33.48474591,126.3814237,2017-08-18
"빅토리아하우스",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 광령평화6길55-2,,,3,,,,,,33.44357614,126.4393298,2017-08-18
"상가통나무집",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 소길남길176,,,6,,,,,,33.4196983,126.3750389,2017-08-18
"글로리아",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 고내북동길4,,,3,,,,,,33.4670577,126.3393974,2017-08-18
"제주금산민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 납읍로2길40,,,3,,,,,,33.43541465,126.3297251,2017-08-18
"다섯손가락",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 고내로13길97,,,5,,,,,,33.47164697,126.3482973,2017-08-18
"해마루",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 고성남4길42-11,,,1,,,,,,33.43080333,126.424229,2017-08-18
"길하우스",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 광령평화9길9,,,4,,,,,,33.45455884,126.4423413,2017-08-18
"빨강궁전",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 고내봉길42-9,,,4,,,,,,33.45939611,126.3351855,2017-08-18
"한담 게스트하우스",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 일주서로6158,,,8,,,,,,33.45937966,126.3125566,2017-08-18
"남또리 별장",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월해안로384,,,7,,,,,,33.47279744,126.3493353,2017-08-18
"꽃피는 풍경",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 어림비로509,,,2,,,,,,33.39515694,126.3481293,2017-08-18
"화연이네",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월해안로224,,,5,,,,,,33.46689361,126.3362401,2017-08-18
"오렌지싸이드",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 고성서5길21,,,3,,,,,,33.46116626,126.4103149,2017-08-18
